customer_id,first_name,last_name,gender,age,city,segment,registration_date,email,loyalty_score
C0290,Zahir,Hossain,Female,35,Barisal,Corporate,2020-05-17,customer290@email.com,9.3
C0291,Nusrat,Uddin,Male,25,Rajshahi,Government,2021-01-14,customer291@email.com,7.1
C0292,Karim,Khan,Male,59,Khulna,Government,2021-09-09,customer292@email.com,2.9
C0293,Sadia,Ahmed,Male,34,Chittagong,Government,2020-12-06,customer293@email.com,9.2
C0294,Mehrin,Hossain,Female,37,Barisal,Small Business,2021-12-13,customer294@email.com,4.4
C0295,Mitu,Begum,Female,45,Narayanganj,Government,2021-06-30,customer295@email.com,1.9
C0296,Rafi,Hossain,Female,42,Comilla,Corporate,2021-04-25,customer296@email.com,6.1
C0297,Arif,Ahmed,Female,57,Comilla,Small Business,2020-08-14,customer297@email.com,2.4
C0298,Tania,Rahman,Male,53,Barisal,Small Business,2020-12-03,customer298@email.com,7.9
C0299,Nasrin,Ali,Male,44,Sylhet,Consumer,2021-05-15,customer299@email.com,7.5
C0300,Sumaiya,Uddin,Male,55,Dhaka,Corporate,2021-05-15,customer300@email.com,9.5
C0301,Karim,Ahmed,Female,30,Khulna,Corporate,2021-11-15,customer301@email.com,7.4
C0302,Imran,Uddin,Female,45,Dhaka,Government,2020-01-10,customer302@email.com,6.9
C0303,Rahim,Uddin,Female,22,Dhaka,Small Business,2020-01-17,customer303@email.com,5.8
C0304,Rahim,Uddin,Female,33,Chittagong,Corporate,2020-10-20,customer304@email.com,5.7
C0305,Imran,Akter,Female,44,Rajshahi,Government,2020-09-03,customer305@email.com,1.7
C0306,Babu,Akter,Male,36,Rajshahi,Corporate,2021-02-19,customer306@email.com,6.9
C0307,Karim,Khan,Female,46,Comilla,Government,2021-10-27,customer307@email.com,1.5
C0308,Sumaiya,Khan,Female,49,Barisal,Corporate,2020-01-10,customer308@email.com,9.1
C0309,Tania,Hossain,Female,39,Dhaka,Corporate,2020-02-13,customer309@email.com,7.2
C0310,Bristy,Akter,Male,33,Barisal,Corporate,2020-10-14,customer310@email.com,9.7
C0311,Arif,Rahman,Male,41,Sylhet,Consumer,2021-08-24,customer311@email.com,6.1
C0312,Bristy,Chowdhury,Female,30,Chittagong,Small Business,2021-02-02,customer312@email.com,1.5
C0313,Tania,Khan,Female,60,Comilla,Small Business,2021-03-23,customer313@email.com,1.3
C0314,Babu,Ali,Male,44,Comilla,Government,2020-10-06,customer314@email.com,2.7
C0315,Zahir,Khan,Female,37,Chittagong,Corporate,2021-08-22,customer315@email.com,3.4
C0316,Arif,Rahman,Female,45,Chittagong,Corporate,2021-01-24,customer316@email.com,1.0
C0317,Babu,Chowdhury,Female,28,Sylhet,Corporate,2020-11-11,customer317@email.com,2.7
C0318,Bristy,Uddin,Female,28,Dhaka,Corporate,2021-04-04,customer318@email.com,4.2
C0319,Mehrin,Akter,Female,46,Dhaka,Small Business,2020-04-05,customer319@email.com,4.7
C0320,Bristy,Hossain,Male,65,Comilla,Consumer,2020-03-27,customer320@email.com,2.2
C0321,Hasan,Ali,Male,26,Sylhet,Government,2020-11-04,customer321@email.com,3.5
C0322,Nasrin,Khan,Female,38,Khulna,Government,2020-11-02,customer322@email.com,6.3
C0323,Babu,Khan,Male,41,Dhaka,Government,2020-07-19,customer323@email.com,4.0
C0324,Zahir,Chowdhury,Female,43,Comilla,Consumer,2021-09-27,customer324@email.com,3.7
C0325,Imran,Ali,Female,33,Comilla,Small Business,2021-09-09,customer325@email.com,3.6
C0326,Nasrin,Akter,Male,42,Comilla,Small Business,2021-12-12,customer326@email.com,8.3
C0327,Mitu,Khan,Male,59,Sylhet,Corporate,2021-02-06,customer327@email.com,9.6
C0328,Imran,Ali,Female,26,Comilla,Government,2021-04-17,customer328@email.com,2.3
C0329,Tania,Begum,Male,49,Comilla,Corporate,2020-11-06,customer329@email.com,5.0
C0330,Nasrin,Akter,Female,56,Comilla,Corporate,2021-09-04,customer330@email.com,8.1
C0331,Bristy,Akter,Male,28,Khulna,Small Business,2021-01-03,customer331@email.com,2.5
C0332,Karim,Akter,Female,43,Comilla,Corporate,2021-09-19,customer332@email.com,1.1
C0333,Tania,Uddin,Male,50,Barisal,Government,2020-09-21,customer333@email.com,5.2
C0334,Shakib,Uddin,Male,44,Dhaka,Government,2021-11-26,customer334@email.com,1.9
C0335,Nusrat,Khan,Male,44,Rajshahi,Small Business,2021-03-01,customer335@email.com,5.1
C0336,Pavel,Ali,Female,52,Chittagong,Government,2020-07-30,customer336@email.com,7.5
C0337,Rafi,Khan,Female,24,Chittagong,Corporate,2021-04-08,customer337@email.com,8.6
C0338,Fatima,Islam,Male,55,Sylhet,Consumer,2021-10-25,customer338@email.com,4.0
C0339,Babu,Hossain,Female,62,Sylhet,Consumer,2021-03-12,customer339@email.com,6.8
C0340,Zahir,Ahmed,Male,50,Comilla,Government,2021-03-18,customer340@email.com,1.0
C0341,Imran,Begum,Male,58,Chittagong,Consumer,2020-08-07,customer341@email.com,4.3
C0342,Babu,Khan,Female,64,Narayanganj,Small Business,2020-07-20,customer342@email.com,6.4
C0343,Zahir,Akter,Male,44,Barisal,Government,2021-09-17,customer343@email.com,6.6
C0344,Sadia,Akter,Male,65,Sylhet,Small Business,2021-11-20,customer344@email.com,2.1
C0345,Fatima,Islam,Female,31,Comilla,Government,2020-11-08,customer345@email.com,6.4
C0346,Zahir,Rahman,Male,53,Sylhet,Consumer,2021-08-11,customer346@email.com,5.4
C0347,Sumaiya,Chowdhury,Female,61,Dhaka,Small Business,2020-05-23,customer347@email.com,9.6
C0348,Arif,Hossain,Female,57,Narayanganj,Government,2021-05-11,customer348@email.com,7.2
C0349,Babu,Ali,Male,27,Dhaka,Consumer,2021-03-01,customer349@email.com,3.6
C0350,Tania,Uddin,Female,32,Narayanganj,Government,2020-10-08,customer350@email.com,5.9
C0351,Shakib,Khan,Female,56,Barisal,Corporate,2020-04-25,customer351@email.com,7.8
C0352,Bristy,Hossain,Female,28,Khulna,Small Business,2021-03-27,customer352@email.com,8.9
C0353,Babu,Begum,Female,27,Narayanganj,Corporate,2020-02-03,customer353@email.com,8.0
C0354,Imran,Akter,Female,61,Comilla,Consumer,2020-08-30,customer354@email.com,6.5
C0355,Imran,Ahmed,Female,56,Rajshahi,Consumer,2020-07-30,customer355@email.com,3.9
C0356,Sadia,Begum,Female,54,Chittagong,Consumer,2021-12-21,customer356@email.com,9.7
C0357,Karim,Begum,Male,30,Khulna,Consumer,2021-02-25,customer357@email.com,7.4
C0358,Zahir,Ali,Male,58,Rajshahi,Government,2020-09-10,customer358@email.com,4.4
C0359,Nusrat,Rahman,Female,45,Narayanganj,Government,2020-03-18,customer359@email.com,3.9
C0360,Nusrat,Ali,Female,26,Comilla,Consumer,2020-01-03,customer360@email.com,9.7
C0361,Nasrin,Begum,Female,40,Barisal,Consumer,2020-08-04,customer361@email.com,6.1
C0362,Rafi,Ahmed,Male,28,Narayanganj,Corporate,2021-05-11,customer362@email.com,2.1
C0363,Babu,Ali,Male,49,Khulna,Consumer,2020-06-10,customer363@email.com,8.9
C0364,Sumaiya,Begum,Male,63,Barisal,Small Business,2020-11-05,customer364@email.com,1.7
C0365,Sumaiya,Ahmed,Female,62,Rajshahi,Consumer,2021-11-11,customer365@email.com,4.9
C0366,Fatima,Ahmed,Male,52,Chittagong,Consumer,2020-04-03,customer366@email.com,6.3
C0367,Babu,Ahmed,Male,43,Chittagong,Government,2021-06-15,customer367@email.com,7.2
C0368,Nusrat,Hossain,Female,27,Chittagong,Corporate,2021-05-04,customer368@email.com,3.8
C0369,Arif,Rahman,Male,63,Sylhet,Corporate,2020-11-02,customer369@email.com,5.8
C0370,Mehrin,Islam,Female,44,Khulna,Consumer,2020-01-09,customer370@email.com,9.3
C0371,Babu,Hossain,Male,28,Sylhet,Corporate,2021-09-22,customer371@email.com,6.3
C0372,Mitu,Rahman,Female,30,Khulna,Small Business,2021-01-28,customer372@email.com,6.8
C0373,Bristy,Akter,Female,23,Rajshahi,Consumer,2020-09-11,customer373@email.com,5.7
C0374,Imran,Rahman,Female,63,Dhaka,Consumer,2021-06-05,customer374@email.com,5.5
C0375,Tania,Ali,Male,55,Dhaka,Small Business,2020-04-25,customer375@email.com,9.4
C0376,Zahir,Akter,Female,45,Sylhet,Government,2020-05-15,customer376@email.com,9.6
C0377,Rahim,Akter,Male,22,Rajshahi,Consumer,2020-03-15,customer377@email.com,1.4
C0378,Zahir,Uddin,Female,62,Comilla,Government,2020-03-02,customer378@email.com,7.3
C0379,Bristy,Uddin,Male,39,Chittagong,Small Business,2020-03-25,customer379@email.com,1.7
C0380,Arif,Uddin,Female,47,Chittagong,Small Business,2020-07-27,customer380@email.com,7.3
C0381,Karim,Hossain,Male,49,Chittagong,Government,2020-09-01,customer381@email.com,6.5
C0382,Sadia,Islam,Male,22,Sylhet,Corporate,2020-02-26,customer382@email.com,2.5
C0383,Pavel,Uddin,Female,32,Barisal,Consumer,2020-12-21,customer383@email.com,7.7
C0384,Fatima,Ahmed,Female,49,Rajshahi,Corporate,2020-10-02,customer384@email.com,3.4
C0385,Nusrat,Ali,Female,54,Barisal,Corporate,2021-08-13,customer385@email.com,5.5
C0386,Sumaiya,Chowdhury,Male,38,Chittagong,Corporate,2021-08-03,customer386@email.com,3.1
C0387,Rahim,Ahmed,Male,37,Dhaka,Government,2021-06-05,customer387@email.com,4.3
C0388,Sumaiya,Ahmed,Female,36,Barisal,Consumer,2020-06-02,customer388@email.com,4.7
C0389,Hasan,Khan,Female,29,Dhaka,Consumer,2020-11-23,customer389@email.com,3.0
C0390,Karim,Rahman,Male,51,Rajshahi,Small Business,2021-06-12,customer390@email.com,3.9
C0391,Babu,Ahmed,Female,34,Rajshahi,Small Business,2021-07-20,customer391@email.com,7.7
C0392,Babu,Chowdhury,Female,34,Khulna,Consumer,2020-09-05,customer392@email.com,1.1
C0393,Rahim,Hossain,Female,62,Dhaka,Small Business,2021-02-23,customer393@email.com,1.0
C0394,Zahir,Begum,Male,35,Khulna,Government,2021-11-04,customer394@email.com,5.4
C0395,Arif,Begum,Male,24,Khulna,Government,2020-03-02,customer395@email.com,7.3
C0396,Babu,Khan,Male,54,Sylhet,Government,2021-01-16,customer396@email.com,1.7
C0397,Karim,Rahman,Male,37,Rajshahi,Small Business,2021-08-04,customer397@email.com,8.7
C0398,Rafi,Chowdhury,Female,39,Khulna,Corporate,2021-02-06,customer398@email.com,9.5
C0399,Shakib,Khan,Male,28,Sylhet,Government,2020-05-19,customer399@email.com,5.2
C0400,Fatima,Uddin,Female,35,Narayanganj,Small Business,2021-02-20,customer400@email.com,5.2
C0401,Nusrat,Islam,Female,60,Dhaka,Consumer,2020-05-02,customer401@email.com,8.5
C0402,Arif,Khan,Male,44,Comilla,Corporate,2020-12-01,customer402@email.com,7.1
C0403,Sumaiya,Ahmed,Female,50,Khulna,Corporate,2020-09-23,customer403@email.com,5.2
C0404,Fatima,Ahmed,Male,36,Sylhet,Consumer,2020-05-23,customer404@email.com,8.4
C0405,Nusrat,Akter,Female,26,Dhaka,Corporate,2021-01-16,customer405@email.com,2.8
C0406,Babu,Islam,Male,43,Chittagong,Corporate,2021-10-23,customer406@email.com,9.5
C0407,Sumaiya,Akter,Female,47,Narayanganj,Corporate,2020-02-21,customer407@email.com,4.4
C0408,Sumaiya,Chowdhury,Male,33,Rajshahi,Small Business,2021-03-12,customer408@email.com,5.0
C0409,Karim,Akter,Male,63,Rajshahi,Government,2020-06-01,customer409@email.com,4.7
C0410,Nasrin,Ahmed,Male,39,Comilla,Consumer,2021-07-17,customer410@email.com,4.8
C0411,Pavel,Hossain,Male,46,Barisal,Government,2021-10-20,customer411@email.com,5.9
C0412,Mitu,Akter,Female,46,Rajshahi,Consumer,2021-05-11,customer412@email.com,1.2
C0413,Tania,Ahmed,Female,25,Narayanganj,Small Business,2021-09-03,customer413@email.com,7.9
C0414,Sumaiya,Khan,Male,64,Khulna,Small Business,2020-08-26,customer414@email.com,5.8
C0415,Tania,Akter,Female,44,Sylhet,Consumer,2020-02-27,customer415@email.com,3.1
C0416,Mitu,Akter,Male,44,Sylhet,Consumer,2020-11-21,customer416@email.com,8.5
C0417,Bristy,Begum,Male,53,Dhaka,Corporate,2021-05-19,customer417@email.com,1.5
C0418,Tania,Ahmed,Female,22,Barisal,Consumer,2021-09-08,customer418@email.com,8.3
C0419,Sumaiya,Chowdhury,Male,23,Sylhet,Consumer,2020-12-14,customer419@email.com,8.0
C0420,Mitu,Khan,Female,64,Comilla,Corporate,2021-06-22,customer420@email.com,4.0
C0421,Arif,Islam,Female,62,Narayanganj,Small Business,2020-11-26,customer421@email.com,2.6
C0422,Mehrin,Chowdhury,Male,64,Sylhet,Government,2021-07-29,customer422@email.com,3.8
C0423,Sadia,Islam,Male,22,Comilla,Corporate,2021-12-06,customer423@email.com,2.6
C0424,Mehrin,Hossain,Male,53,Sylhet,Small Business,2020-11-21,customer424@email.com,7.7
C0425,Mitu,Chowdhury,Male,62,Chittagong,Small Business,2020-08-31,customer425@email.com,5.0
C0426,Imran,Hossain,Male,44,Rajshahi,Corporate,2020-09-28,customer426@email.com,7.5
C0427,Zahir,Ali,Female,32,Comilla,Government,2020-02-19,customer427@email.com,8.9
C0428,Bristy,Rahman,Male,52,Khulna,Consumer,2020-12-25,customer428@email.com,5.1
C0429,Sadia,Ahmed,Female,38,Chittagong,Corporate,2020-02-04,customer429@email.com,4.1
C0430,Sumaiya,Khan,Male,43,Narayanganj,Corporate,2021-01-19,customer430@email.com,4.9
C0431,Sumaiya,Akter,Female,32,Dhaka,Corporate,2021-10-31,customer431@email.com,4.0
C0432,Riya,Uddin,Female,64,Rajshahi,Small Business,2020-07-13,customer432@email.com,3.1
C0433,Zahir,Akter,Female,31,Dhaka,Small Business,2020-02-20,customer433@email.com,1.0
C0434,Sadia,Akter,Female,34,Chittagong,Corporate,2020-03-30,customer434@email.com,2.9
C0435,Sadia,Khan,Female,29,Rajshahi,Government,2021-10-15,customer435@email.com,5.2
C0436,Hasan,Khan,Female,33,Barisal,Government,2021-11-07,customer436@email.com,4.3
C0437,Karim,Begum,Female,51,Rajshahi,Consumer,2021-04-01,customer437@email.com,8.5
C0438,Karim,Islam,Male,27,Barisal,Government,2021-07-31,customer438@email.com,9.7
C0439,Tania,Uddin,Male,46,Comilla,Government,2021-08-26,customer439@email.com,6.2
C0440,Nasrin,Begum,Male,47,Dhaka,Consumer,2020-08-29,customer440@email.com,2.1
C0441,Sumaiya,Islam,Male,34,Sylhet,Corporate,2021-04-04,customer441@email.com,4.8
C0442,Riya,Hossain,Male,60,Rajshahi,Small Business,2021-11-30,customer442@email.com,9.2
C0443,Nusrat,Rahman,Female,57,Barisal,Small Business,2020-03-09,customer443@email.com,5.7
C0444,Mehrin,Akter,Female,29,Comilla,Consumer,2020-01-13,customer444@email.com,2.3
C0445,Shakib,Khan,Male,58,Chittagong,Small Business,2021-08-25,customer445@email.com,8.8
C0446,Riya,Begum,Female,63,Narayanganj,Government,2020-12-18,customer446@email.com,1.3
C0447,Zahir,Islam,Female,24,Comilla,Small Business,2020-10-09,customer447@email.com,7.2
C0448,Nasrin,Begum,Female,23,Barisal,Small Business,2020-02-20,customer448@email.com,3.8
C0449,Fatima,Hossain,Male,41,Narayanganj,Small Business,2021-05-18,customer449@email.com,3.4
C0450,Mehrin,Khan,Male,50,Khulna,Government,2021-03-02,customer450@email.com,7.7
C0451,Mitu,Ahmed,Male,26,Rajshahi,Government,2021-06-12,customer451@email.com,2.2
C0452,Shakib,Ahmed,Male,34,Khulna,Corporate,2021-06-20,customer452@email.com,3.2
C0453,Karim,Chowdhury,Male,39,Barisal,Government,2021-04-12,customer453@email.com,5.5
C0454,Fatima,Ahmed,Male,45,Narayanganj,Government,2021-10-12,customer454@email.com,2.6
C0455,Shakib,Uddin,Female,44,Sylhet,Small Business,2021-04-30,customer455@email.com,7.7
C0456,Nusrat,Begum,Male,46,Dhaka,Consumer,2021-12-06,customer456@email.com,8.7
C0457,Tania,Hossain,Male,39,Comilla,Corporate,2020-08-07,customer457@email.com,8.8
C0458,Rahim,Ali,Male,63,Sylhet,Corporate,2021-11-29,customer458@email.com,3.0
C0459,Sadia,Begum,Female,46,Barisal,Government,2021-09-14,customer459@email.com,3.3
C0460,Sadia,Uddin,Female,59,Chittagong,Corporate,2021-04-22,customer460@email.com,5.6
C0461,Mitu,Uddin,Female,41,Chittagong,Government,2021-11-09,customer461@email.com,1.6
C0462,Rafi,Begum,Female,63,Rajshahi,Consumer,2020-10-10,customer462@email.com,2.3
C0463,Karim,Akter,Female,64,Barisal,Consumer,2020-09-03,customer463@email.com,7.5
C0464,Nasrin,Begum,Female,48,Comilla,Government,2021-11-02,customer464@email.com,7.6
C0465,Shakib,Hossain,Female,36,Narayanganj,Small Business,2021-08-20,customer465@email.com,5.6
C0466,Bristy,Islam,Female,28,Narayanganj,Consumer,2020-06-23,customer466@email.com,7.7
C0467,Sumaiya,Chowdhury,Male,36,Barisal,Consumer,2021-07-26,customer467@email.com,7.7
C0468,Riya,Chowdhury,Female,38,Rajshahi,Government,2020-11-10,customer468@email.com,8.7
C0469,Karim,Akter,Male,52,Khulna,Corporate,2021-04-26,customer469@email.com,8.8
C0470,Pavel,Begum,Female,25,Sylhet,Consumer,2021-01-25,customer470@email.com,9.9
C0471,Riya,Akter,Female,31,Barisal,Consumer,2020-12-16,customer471@email.com,8.0
C0472,Rafi,Islam,Female,62,Dhaka,Corporate,2021-05-14,customer472@email.com,5.1
C0473,Sumaiya,Akter,Male,53,Chittagong,Consumer,2020-08-02,customer473@email.com,6.5
C0474,Riya,Rahman,Female,52,Comilla,Corporate,2021-10-10,customer474@email.com,1.3
C0475,Mitu,Ahmed,Female,55,Khulna,Corporate,2020-07-23,customer475@email.com,7.1
C0476,Tania,Hossain,Female,41,Sylhet,Corporate,2021-10-03,customer476@email.com,4.5
C0477,Sadia,Islam,Male,24,Rajshahi,Small Business,2021-08-25,customer477@email.com,5.1
C0478,Mehrin,Uddin,Female,49,Sylhet,Small Business,2021-06-16,customer478@email.com,10.0
C0479,Mitu,Hossain,Male,47,Dhaka,Consumer,2021-05-16,customer479@email.com,3.0
C0480,Imran,Ahmed,Male,29,Barisal,Corporate,2020-05-14,customer480@email.com,4.4
C0481,Hasan,Uddin,Male,60,Dhaka,Corporate,2021-10-17,customer481@email.com,6.9
C0482,Karim,Khan,Female,50,Comilla,Corporate,2020-01-21,customer482@email.com,5.9
C0483,Arif,Hossain,Male,41,Comilla,Corporate,2021-04-30,customer483@email.com,7.0
C0484,Mehrin,Akter,Male,48,Chittagong,Corporate,2020-10-03,customer484@email.com,3.5
C0485,Nasrin,Hossain,Male,38,Khulna,Small Business,2020-04-18,customer485@email.com,7.3
C0486,Sumaiya,Ahmed,Female,35,Narayanganj,Small Business,2020-10-29,customer486@email.com,3.1
C0487,Nusrat,Khan,Female,31,Chittagong,Corporate,2020-01-14,customer487@email.com,7.5
C0488,Hasan,Hossain,Female,40,Rajshahi,Government,2020-04-13,customer488@email.com,1.5
C0489,Karim,Begum,Female,65,Barisal,Government,2020-06-27,customer489@email.com,7.6
C0490,Karim,Ahmed,Male,64,Sylhet,Small Business,2020-04-07,customer490@email.com,4.2
C0491,Mehrin,Begum,Male,45,Barisal,Consumer,2021-03-24,customer491@email.com,2.0
C0492,Babu,Begum,Female,52,Comilla,Consumer,2021-02-13,customer492@email.com,2.0
C0493,Karim,Islam,Male,48,Narayanganj,Government,2021-12-13,customer493@email.com,2.6
C0494,Mitu,Akter,Male,65,Sylhet,Government,2021-01-23,customer494@email.com,9.3
C0495,Riya,Ali,Male,26,Rajshahi,Small Business,2020-04-25,customer495@email.com,1.1
C0496,Pavel,Akter,Male,64,Barisal,Corporate,2021-11-25,customer496@email.com,4.9
C0497,Nasrin,Chowdhury,Female,31,Dhaka,Corporate,2020-09-11,customer497@email.com,6.8
C0498,Pavel,Ali,Female,32,Chittagong,Government,2020-06-09,customer498@email.com,3.9
C0499,Hasan,Ahmed,Male,57,Comilla,Government,2020-12-04,customer499@email.com,8.4
C0500,Babu,Ali,Female,27,Narayanganj,Government,2020-03-21,customer500@email.com,3.8
